지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
174,2019-09-09 20:00,23.8,8.6,1.8,110,98,28.8,23.4,990.6,1009.2,,,,,8,8,,3,446,,,25,,,,
174,2019-09-09 21:00,24.9,2.2,3.7,140,91,28.6,23.3,991.5,1010.2,,,,,7,7,,3,1436,,,25,,,,
174,2019-09-09 22:00,25,.3,2.9,160,90,28.4,23.2,991.6,1010.3,,,,,9,9,,3,1442,,,24.8,,,,
174,2019-09-09 23:00,25.1,,3.7,140,87,27.6,22.7,992,1010.7,,,,,6,6,,3,1562,,,24.7,,,,
174,2019-09-10 00:00,25,,2.7,140,88,27.7,22.8,992,1010.7,,,,,9,9,,3,1492,,,24.7,,,,
174,2019-09-10 01:00,24.9,0,2.1,110,87,27.2,22.5,991.8,1010.5,,,,,9,9,,4,1492,,,24.6,,,,
174,2019-09-10 02:00,24.6,0,2.2,110,88,27.1,22.4,991.9,1010.6,,,,,4,4,,5,1485,,,24.5,,,,
174,2019-09-10 03:00,24.5,,1.9,110,88,26.9,22.3,992,1010.6,,,,,5,5,,5,1311,,,24.3,,,,
174,2019-09-10 04:00,24.4,,1.5,110,88,26.8,22.2,992.4,1011,,,,,4,4,,5,1195,,,24.3,,,,
174,2019-09-10 05:00,24.2,0,.4,0,89,26.8,22.2,992.9,1011.5,,,,,5,5,,4,905,,,24.3,,,,
174,2019-09-10 06:00,23.4,,.8,140,91,26.1,21.8,993.1,1011.8,,,,,4,4,,6,797,,,23.3,,,,
174,2019-09-10 07:00,24,,1.7,110,87,25.8,21.6,993.8,1012.5,0,,,,5,2,,8,918,,,23.6,,,,
174,2019-09-10 08:00,24.9,,2,110,83,26.1,21.8,994.1,1012.8,.3,,,,4,1,,7,967,,,24.6,,,,
174,2019-09-10 09:00,25.6,,1.5,140,79,25.8,21.6,994.5,1013.2,.5,,,,7,3,,7,1045,,,26.9,,,,
174,2019-09-10 10:00,26.7,,2.1,180,70,24.4,20.7,994.9,1013.5,.9,,,,8,1,,7,1294,,,31.8,,,,
174,2019-09-10 11:00,27.6,,1.2,160,69,25.3,21.3,994.8,1013.3,.9,,,,8,1,,9,1038,,,33.1,,,,
174,2019-09-10 12:00,27.8,,1,140,72,26.8,22.2,994.4,1012.9,.5,,,,9,1,,7,966,,,34.4,,,,
174,2019-09-10 13:00,27.5,,1.5,140,71,26,21.7,994.2,1012.7,.4,,,,9,3,,7,916,,,33.2,,,,
174,2019-09-10 14:00,28,,2.1,180,69,26,21.7,993.7,1012.2,.5,,,,8,1,,10,963,,,35.5,,,,
174,2019-09-10 15:00,28.3,,2.2,160,67,25.6,21.5,993.3,1011.7,.9,,,,6,3,,9,976,,,35.5,,,,
174,2019-09-10 16:00,28.2,,1.7,160,69,26.3,21.9,993.2,1011.6,.9,,,,4,3,,8,919,,,34,,,,
174,2019-09-10 17:00,26.8,,2,160,74,26,21.7,993.4,1012,.5,,,,3,3,,7,847,,,30.2,,,,
174,2019-09-10 18:00,26,,1.8,160,80,26.8,22.2,993.6,1012.2,.1,,,,4,3,,8,742,,,28.1,,,,
174,2019-09-10 19:00,25,,1.4,140,86,27.1,22.4,994,1012.7,0,,,,3,3,,6,560,,,26.7,,,,
174,2019-09-10 20:00,23.9,,.1,0,94,27.7,22.8,994.5,1013.2,,,,,7,2,,59,333,,,25.9,,,,
174,2019-09-10 21:00,23.3,,.8,90,97,27.6,22.7,995.2,1014,,,,,4,1,,,221,,,25.2,,,,
174,2019-09-10 22:00,23.3,,.5,90,97,27.6,22.7,995.5,1014.3,,,,,8,0,,,210,,,25.3,,,,
174,2019-09-10 23:00,23.4,,.4,0,97,27.7,22.8,995.6,1014.4,,,,,7,0,,,207,,,25.1,,,,
174,2019-09-11 00:00,23.1,,.7,110,97,27.2,22.5,995.5,1014.3,,,,,8,2,,19,214,,,24.7,,,,
174,2019-09-11 01:00,22.8,,.7,90,97,26.8,22.2,995.2,1014,,,,,6,0,,,160,,,24.8,,,,
174,2019-09-11 02:00,22.5,,.8,290,97,26.3,21.9,995.2,1014,,,,,6,3,,,122,,,24,,,,
174,2019-09-11 03:00,22.1,,.4,0,97,25.6,21.5,995.1,1014,,,,,5,2,,1,108,,,24.2,,,,
174,2019-09-11 04:00,22,,.2,0,97,25.5,21.4,994.9,1013.8,,,,,0,0,,,191,,,24.2,,,,
174,2019-09-11 05:00,22.3,,.5,290,97,26,21.7,995,1013.9,,,,,4,4,,15,164,,,24.2,,,,
174,2019-09-11 06:00,22.3,,.5,290,98,26.3,21.9,995.4,1014.3,,,,,6,4,,15,171,,,24.1,,,,
174,2019-09-11 07:00,22.4,0,.5,50,97,26.1,21.8,995.6,1014.5,0,,,,9,4,,8,143,,,24.3,,,,
174,2019-09-11 08:00,22.9,0,.9,140,97,26.9,22.3,995.9,1014.7,0,,,,10,2,,1,175,,,25.4,,,,
174,2019-09-11 09:00,24.5,.1,.5,290,90,27.6,22.7,995.6,1014.2,.2,,,,8,2,,9,325,,,27,,,,
174,2019-09-11 10:00,26.6,,.9,230,75,26,21.7,995.5,1014.1,.6,,,,7,1,,6,961,,,30.8,,,,
174,2019-09-11 11:00,27.3,,1.6,140,72,26.1,21.8,995.3,1013.9,.3,,,,9,8,,9,1044,,,32.9,,,,
174,2019-09-11 12:00,27.6,,.7,160,72,26.4,22,994.9,1013.4,.1,,,,9,9,,10,1235,,,30.5,,,,
174,2019-09-11 13:00,28.5,,.7,200,69,26.8,22.2,994.4,1012.8,0,,,,9,9,,10,1144,,,32.7,,,,
174,2019-09-11 14:00,29.4,,1.2,200,67,27.4,22.6,993.9,1012.3,.4,,,,9,8,,12,1273,,,35.3,,,,
174,2019-09-11 15:00,29.6,,1.2,180,64,26.4,22,993.3,1011.7,.9,,,,9,2,,,1286,,,36.5,,,,
174,2019-09-11 16:00,28,,.5,230,75,28.3,23.1,993.5,1012,.5,,,,6,3,,7,1248,,,32.1,,,,
174,2019-09-11 17:00,26.7,,1.3,110,82,28.6,23.3,993.7,1012.3,0,,,,8,2,,9,966,,,30.9,,,,
174,2019-09-11 18:00,26.2,,1,140,87,29.5,23.8,994,1012.6,0,,,,8,2,,8,858,,,28.9,,,,
174,2019-09-11 19:00,25.8,,1.7,200,85,28.1,23,994.4,1013.1,0,,,,6,6,,6,1356,,,27.4,,,,
174,2019-09-11 20:00,25.2,,2.5,180,87,27.7,22.8,995.2,1013.9,,,,,9,7,,4,784,,,26.6,,,,
174,2019-09-11 21:00,24.6,,2.8,180,89,27.4,22.6,995.9,1014.7,,,,,9,9,,3,1006,,,26,,,,
174,2019-09-11 22:00,24.2,,1.4,140,91,27.4,22.6,995.9,1014.6,,,,,9,9,,3,855,,,25.8,,,,
174,2019-09-11 23:00,24,,3.4,110,86,25.6,21.5,996.3,1015,,,,,10,10,,4,798,,,25.2,,,,
174,2019-09-12 00:00,22.8,.6,1.6,180,91,25.2,21.2,996.5,1015.3,,,,,10,10,,4,762,,,24.5,,,,
174,2019-09-12 01:00,22.3,.2,1.2,180,89,23.8,20.3,996.4,1015.3,,,,,9,8,,5,1647,,,24.5,,,,
174,2019-09-12 02:00,21.2,.4,1.1,90,96,24.1,20.5,996.5,1015.5,,,,,10,7,,4,497,,,24,,,,
174,2019-09-12 03:00,21,.3,.6,110,97,24,20.4,996.1,1015.1,,,,,8,5,,7,1000,,,23.9,,,,
174,2019-09-12 04:00,20.9,,.8,50,98,24.1,20.5,996.1,1015.1,,,,,9,2,,5,1265,,,23.8,,,,
174,2019-09-12 05:00,20.9,,.4,0,97,23.8,20.3,996.4,1015.4,,,,,9,5,,12,1094,,,23.7,,,,
174,2019-09-12 06:00,20.8,,1,70,97,23.8,20.3,996.4,1015.5,,,,,10,10,,12,1014,,,23.6,,,,
174,2019-09-12 07:00,20.8,,.7,70,97,23.8,20.3,996.7,1015.8,0,,,,10,9,,12,1134,,,23.6,,,,
174,2019-09-12 08:00,21.5,,.4,0,94,24,20.4,996.8,1015.8,0,,,,10,4,,17,1317,,,25,,,,
174,2019-09-12 09:00,22.2,,.2,0,87,23.2,19.9,997.1,1016,0,,,,10,9,,18,1720,,,25.7,,,,
174,2019-09-12 10:00,22.3,,1.6,200,80,21.4,18.6,997.3,1016.2,0,,,,9,2,,12,1899,,,25.2,,,,
174,2019-09-12 11:00,22.5,,1,200,79,21.4,18.6,997.4,1016.3,0,,,,9,9,,13,1240,,,26,,,,
174,2019-09-12 12:00,23.2,,1.5,200,77,21.8,18.9,997,1015.8,0,,,,9,2,,6,1809,,,28.6,,,,
174,2019-09-12 13:00,23.1,,1.3,200,78,22,19,996.6,1015.4,0,,,,10,9,,5,1779,,,27.2,,,,
174,2019-09-12 14:00,22.6,,2.6,200,79,21.6,18.7,995.9,1014.7,0,,,,10,10,,5,1650,,,26.7,,,,
174,2019-09-12 15:00,22.4,,1.6,200,79,21.3,18.5,995.5,1014.4,0,,,,9,9,,5,1890,,,26.1,,,,
174,2019-09-12 16:00,21.6,,2.5,200,81,20.8,18.1,995.3,1014.2,0,,,,10,10,,5,1840,,,24.9,,,,
174,2019-09-12 17:00,20.9,0,1.4,200,84,20.6,18,995.4,1014.4,0,,,,10,10,,4,1595,,,23.9,,,,
174,2019-09-12 18:00,20.2,0,.5,140,90,21.3,18.5,995.5,1014.6,0,,,,9,6,,6,1755,,,23.7,,,,
174,2019-09-12 19:00,19.5,,.9,50,93,21,18.3,995.9,1014.9,0,,,,9,7,,5,1551,,,23.1,,,,
174,2019-09-12 20:00,19.1,0,.2,0,97,21.4,18.6,996.6,1015.7,,,,,5,5,,5,840,,,22.8,,,,
174,2019-09-12 21:00,18.8,,.7,90,97,21,18.3,996.5,1015.6,,,,,6,6,,11,1053,,,22.5,,,,
174,2019-09-12 22:00,18.8,,0,0,97,21,18.3,996.4,1015.5,,,,,5,5,,11,1150,,,22.4,,,,
174,2019-09-12 23:00,18.9,,0,0,97,21.2,18.4,996,1015.1,,,,,6,6,,13,1081,,,22.3,,,,
174,2019-09-13 00:00,18.9,,.1,0,98,21.3,18.5,995.7,1014.8,,,,,5,5,,,884,,,22.2,,,,
174,2019-09-13 01:00,18.9,,.4,0,98,21.3,18.5,995.4,1014.5,,,,,4,4,,12,758,,,22.1,,,,
174,2019-09-13 02:00,18.9,,0,0,98,21.3,18.5,995.2,1014.3,,,,,10,3,,12,962,,,22,,,,
174,2019-09-13 03:00,18.4,,.5,270,96,20.2,17.7,995,1014.1,,,,,8,7,,1,1378,,,21.6,,,,
174,2019-09-13 04:00,18.1,,.6,270,97,20.1,17.6,994.6,1013.7,,,,,9,7,,1,1371,,,21.4,,,,
174,2019-09-13 05:00,18,,.2,0,96,19.7,17.3,994.6,1013.7,,,,,10,1,,1,1404,,,21.3,,,,
174,2019-09-13 06:00,17.6,,.8,290,97,19.5,17.1,994.8,1014,,,,,4,4,,14,1373,,,20.8,,,,
174,2019-09-13 07:00,17.1,,.6,270,97,18.9,16.6,995,1014.3,.1,,,,3,3,,,1195,,,20.4,,,,
174,2019-09-13 08:00,19.2,,.4,0,87,19.2,16.9,995,1014,.6,,,,0,0,,,1770,,,21.2,,,,
174,2019-09-13 09:00,21.8,,.7,250,76,19.7,17.3,994.9,1013.8,1,,,,0,0,,,1844,,,25.2,,,,
174,2019-09-13 10:00,24.2,,1.1,200,60,18.1,15.9,994.6,1013.3,1,,,,0,0,,,1928,,,31.1,,,,
174,2019-09-13 11:00,25.8,,1.2,140,53,17.5,15.4,994.1,1012.8,1,,,,0,0,,,1889,,,35,,,,
174,2019-09-13 12:00,25.4,,2.7,200,54,17.5,15.4,993.7,1012.4,1,,,,4,0,,,1900,,,36.3,,,,
174,2019-09-13 13:00,26.2,,2.2,200,50,16.9,14.9,993.2,1011.8,1,,,,4,0,,,1760,,,37.3,,,,
174,2019-09-13 14:00,25.8,,2.6,180,53,17.5,15.4,992.7,1011.3,.8,,,,8,5,,14,1838,,,33.3,,,,
174,2019-09-13 15:00,25.3,,2.9,180,57,18.3,16.1,992.3,1011,.2,,,,9,9,,14,1943,,,30.7,,,,
174,2019-09-13 16:00,26,,1.8,230,56,18.8,16.5,992.1,1010.7,.6,,,,9,9,,15,1923,,,30.9,,,,
174,2019-09-13 17:00,25.2,,1.6,200,60,19.1,16.8,992.4,1011.1,0,,,,8,8,,15,1931,,,28.5,,,,
174,2019-09-13 18:00,24,,.4,0,72,21.4,18.6,992.8,1011.4,0,,,,9,9,,16,1935,,,27,,,,
174,2019-09-13 19:00,22,,.2,0,85,22.4,19.3,993.2,1012.1,0,,,,9,9,,16,1667,,,25.3,,,,
174,2019-09-13 20:00,20.3,,.4,0,91,21.6,18.7,993.7,1012.8,,,,,5,2,,13,1460,,,23.7,,,,
174,2019-09-13 21:00,19.3,,.3,0,96,21.4,18.6,994.2,1013.2,,,,,3,2,,16,1084,,,22.7,,,,
174,2019-09-13 22:00,18.5,,.4,0,98,20.8,18.1,994,1013.1,,,,,0,0,,,774,,,21.9,,,,
174,2019-09-13 23:00,17.9,,.5,270,98,20,17.5,994,1013.1,,,,,2,0,,,703,,,21.2,,,,
174,2019-09-14 00:00,17.4,,.1,0,98,19.4,17,993.9,1013.1,,,,,0,0,,,589,,,20.7,,,,
174,2019-09-14 01:00,16.9,,.6,270,98,18.8,16.5,993.9,1013.2,,,,,9,7,,,519,,,20.5,,,,
174,2019-09-14 02:00,16.5,,.7,270,98,18.3,16.1,993.7,1013,,,,,2,2,,,80,,,20.6,,,,
174,2019-09-14 03:00,16.4,,0,0,98,18.2,16,993.4,1012.7,,,,,1,1,,,18,,,20.2,,,,
174,2019-09-14 04:00,15.9,,.1,0,98,17.6,15.5,993.1,1012.5,,,,,3,3,,,119,,,20,,,,
174,2019-09-14 05:00,15.6,,.2,0,98,17.3,15.2,993.3,1012.7,,,,,6,6,,,18,,,19.9,,,,
174,2019-09-14 06:00,15.4,,.3,0,98,17,15,993.5,1012.9,,,,,9,9,,,37,,,19.7,,,,
174,2019-09-14 07:00,15.7,,0,0,98,17.4,15.3,994,1013.4,0,,,,3,3,,,74,,,19.9,,,,
174,2019-09-14 08:00,17.4,,.4,0,98,19.4,17,993.7,1012.9,.7,,,,5,5,,,1046,,,20.9,,,,
174,2019-09-14 09:00,21.1,,.9,200,84,20.9,18.2,993.9,1012.9,1,,,,7,0,,,1620,,,25.3,,,,
174,2019-09-14 10:00,23.6,,2.8,290,70,20.4,17.8,993.6,1012.3,1,,,,4,2,,7,1740,,,30.1,,,,
174,2019-09-14 11:00,25,,2.5,270,67,21.2,18.4,992.7,1011.4,1,,,,4,0,,,1785,,,34.2,,,,
174,2019-09-14 12:00,25.6,,2.9,270,66,21.6,18.7,992.2,1010.9,.8,,,,6,4,,35,1730,,,32.3,,,,
174,2019-09-14 13:00,28,,2.2,320,57,21.4,18.6,991.5,1009.9,1,,,,6,4,,36,1878,,,37.4,,,,
174,2019-09-14 14:00,27.9,,3.4,290,56,21,18.3,990.9,1009.3,1,,,,4,0,,,1638,,,37,,,,
174,2019-09-14 15:00,27.6,,3.2,290,57,21,18.3,990.5,1008.9,1,,,,5,1,,20,1857,,,34.7,,,,
174,2019-09-14 16:00,28,,1.8,290,57,21.4,18.6,990.7,1009.1,.5,,,,6,5,,20,1775,,,32,,,,
174,2019-09-14 17:00,27.6,,2.6,320,58,21.3,18.5,990.6,1009,1,,,,4,4,,11,1748,,,30,,,,
174,2019-09-14 18:00,26.1,,1.7,320,67,22.5,19.4,990.8,1009.4,.8,,,,6,2,,21,1799,,,27.2,,,,
174,2019-09-14 19:00,23.7,,1.5,320,82,24,20.4,991.1,1009.7,.3,,,,7,4,,20,1404,,,25.4,,,,
174,2019-09-14 20:00,22,,.2,0,90,23.7,20.2,991.9,1010.7,,,,,5,0,,,1095,,,24.5,,,,
174,2019-09-14 21:00,21.4,,1.2,90,95,24.1,20.5,992.4,1011.3,,,,,7,5,,19,879,,,23.8,,,,
174,2019-09-14 22:00,21.4,,.2,0,95,24.1,20.5,992.6,1011.5,,,,,8,5,,20,859,,,23.7,,,,
174,2019-09-14 23:00,21.6,,.4,0,91,23.4,20,992.4,1011.3,,,,,9,3,,20,1138,,,23.4,,,,
174,2019-09-15 00:00,22.2,,1.1,320,85,22.7,19.5,992.1,1010.9,,,,,6,6,,21,1278,,,23.1,,,,
174,2019-09-15 01:00,20.8,,1.1,180,94,22.9,19.7,991.8,1010.8,,,,,6,5,,21,761,,,22.6,,,,
174,2019-09-15 02:00,20.3,,.4,0,96,22.8,19.6,991.4,1010.4,,,,,6,4,,,738,,,22.2,,,,
174,2019-09-15 03:00,19.7,,.4,0,97,22.2,19.2,991.2,1010.3,,,,,6,1,,20,490,,,22,,,,
174,2019-09-15 04:00,20,,.6,270,98,22.8,19.6,990.9,1009.9,,,,,10,10,,18,510,,,22.5,,,,
174,2019-09-15 05:00,20.7,,.4,0,97,23.7,20.2,991.2,1010.2,,,,,10,10,,18,681,,,22.7,,,,
174,2019-09-15 06:00,20,,0,0,97,22.7,19.5,991.5,1010.5,,,,,6,2,,18,488,,,22.1,,,,
174,2019-09-15 07:00,20.3,,0,0,97,23.1,19.8,991.7,1010.7,.1,,,,4,2,,17,405,,,22.3,,,,
174,2019-09-15 08:00,22.4,,1.3,360,84,22.7,19.5,991.8,1010.6,.5,,,,1,1,,20,768,,,23.5,,,,
174,2019-09-15 09:00,24.9,,1.5,270,78,24.4,20.7,991.7,1010.4,1,,,,4,2,,,1302,,,27.2,,,,
174,2019-09-15 10:00,25.9,,1.3,270,70,23.4,20,991.6,1010.2,.9,,,,7,7,,12,1626,,,32.8,,,,
174,2019-09-15 11:00,26.9,,1,180,68,24,20.4,991.3,1009.8,.6,,,,9,4,,13,1534,,,34.2,,,,
174,2019-09-15 12:00,27.2,,1.1,160,66,23.7,20.2,990.7,1009.2,.5,,,,8,2,,10,1684,,,32.7,,,,
174,2019-09-15 13:00,28.7,,1.7,110,61,24,20.4,990,1008.3,.9,,,,7,5,,10,1608,,,40,,,,
174,2019-09-15 14:00,28.7,,3.2,200,62,24.3,20.6,989.6,1007.9,.8,,,,7,4,,10,1539,,,39.4,,,,
174,2019-09-15 15:00,28.2,,3,200,66,25.2,21.2,989.4,1007.8,1,,,,6,4,,11,1386,,,38.6,,,,
174,2019-09-15 16:00,27.4,,2.7,200,65,23.7,20.2,989.2,1007.6,1,,,,6,2,,,1439,,,33.4,,,,
174,2019-09-15 17:00,27.2,,2.3,200,64,22.9,19.7,989.4,1007.9,1,,,,5,1,,11,1442,,,30.5,,,,
174,2019-09-15 18:00,25.9,,1.3,230,71,23.7,20.2,989.5,1008.1,.7,,,,6,0,,,1290,,,27.9,,,,
174,2019-09-15 19:00,23.5,,.2,0,87,25.2,21.2,989.7,1008.3,0,,,,6,0,,,836,,,26.3,,,,
174,2019-09-15 20:00,22.3,,.4,0,93,25,21.1,990.4,1009.2,,,,,5,3,,14,638,,,25.1,,,,
174,2019-09-15 21:00,22,,.3,0,94,24.7,20.9,991,1009.8,,,,,5,3,,14,581,,,24.8,,,,
174,2019-09-15 22:00,21.9,,.4,0,95,24.9,21,991.3,1010.1,,,,,9,7,,10,497,,,24.7,,,,
174,2019-09-15 23:00,21.9,,.1,0,96,25.2,21.2,991.3,1010.1,,,,,6,6,,5,503,,,24.5,,,,
174,2019-09-16 00:00,21.9,,0,0,96,25.2,21.2,991,1009.8,,,,,7,7,,,494,,,24.4,,,,
174,2019-09-16 01:00,21.8,,.1,0,96,25,21.1,990.8,1009.6,,,,,5,5,,9,470,,,24.1,,,,
174,2019-09-16 02:00,22.2,,.9,320,86,22.9,19.7,990.4,1009.2,,,,,5,5,,12,865,,,23.4,,,,
174,2019-09-16 03:00,20.9,,.5,90,94,23.1,19.8,989.9,1008.8,,,,,8,7,,11,542,,,22.9,,,,
174,2019-09-16 04:00,20.4,,.6,270,96,22.9,19.7,989.8,1008.8,,,,,8,5,,5,394,,,22.9,,,,
174,2019-09-16 05:00,20.6,,.5,90,96,23.2,19.9,990,1009,,,,,10,7,,6,424,,,23.1,,,,
174,2019-09-16 06:00,20.8,,0,0,96,23.5,20.1,990.2,1009.1,,,,,9,9,,6,440,,,23.2,,,,
174,2019-09-16 07:00,20.9,,.2,0,95,23.4,20,990.7,1009.6,0,,,,5,5,,6,426,,,23.5,,,,
174,2019-09-16 08:00,21.9,,.8,270,89,23.2,19.9,991.1,1009.9,0,,,,5,5,,6,553,,,24.9,,,,
174,2019-09-16 09:00,23.3,,2.3,290,86,24.6,20.8,991.4,1010.1,.1,,,,7,5,,5,600,,,27.6,,,,
174,2019-09-16 10:00,24.2,,2.2,270,78,23.5,20.1,991.2,1009.8,.4,,,,8,3,,5,800,,,29.6,,,,
174,2019-09-16 11:00,25.7,,1.4,340,68,22.4,19.3,990.8,1009.4,.6,,,,7,4,,6,1012,,,31.3,,,,
174,2019-09-16 12:00,26.5,,1.4,360,63,21.7,18.8,990.1,1008.6,.8,,,,6,3,,9,1177,,,32.6,,,,
174,2019-09-16 13:00,26.9,,1.2,270,62,21.8,18.9,989.8,1008.3,.6,,,,9,5,,10,1421,,,32.9,,,,
174,2019-09-16 14:00,26.7,,1.7,140,68,23.7,20.2,989.6,1008.1,.4,,,,8,3,,11,1331,,,31.5,,,,
174,2019-09-16 15:00,28.2,,1.7,200,63,24,20.4,989.1,1007.5,.9,,,,8,2,,11,1239,,,36.3,,,,
174,2019-09-16 16:00,26,,2,160,69,23.1,19.8,989.1,1007.7,.1,,,,9,3,,26,1239,,,29.7,,,,
174,2019-09-16 17:00,25.8,,.5,180,70,23.2,19.9,989.6,1008.2,.3,,,,7,7,,9,1182,,,28.4,,,,
174,2019-09-16 18:00,24.7,,1.4,180,78,24.1,20.5,990.1,1008.8,.1,,,,8,5,,13,1027,,,27,,,,
174,2019-09-16 19:00,22.8,,.8,90,88,24.4,20.7,990.4,1009.1,0,,,,9,1,,12,805,,,25.4,,,,
174,2019-09-16 20:00,22.6,,.3,0,87,23.8,20.3,991.2,1010,,,,,5,5,,11,860,,,25,,,,
174,2019-09-16 21:00,22.2,,.6,140,87,23.2,19.9,991.8,1010.6,,,,,5,5,,11,933,,,24.5,,,,
174,2019-09-16 22:00,21.5,,.3,0,90,22.9,19.7,992.3,1011.2,,,,,3,3,,11,959,,,23.5,,,,
174,2019-09-16 23:00,20.3,,.1,0,96,22.8,19.6,992.6,1011.6,,,,,4,1,,,568,,,22.5,,,,
174,2019-09-17 00:00,19.6,,0,0,97,22.1,19.1,992.9,1012,,,,,5,1,,,315,,,21.8,,,,
174,2019-09-17 01:00,19.1,,0,0,97,21.4,18.6,993.1,1012.1,,,,,6,6,,,305,,,21.9,,,,
174,2019-09-17 02:00,18.8,,0,0,97,21,18.3,993.2,1012.2,,,,,3,3,,,30,,,21.9,,,,
174,2019-09-17 03:00,18.1,,1,320,97,20.1,17.6,993.3,1012.4,,,,,4,4,,,15,,,21.9,,,,
174,2019-09-17 04:00,17.1,,.5,270,98,19,16.7,993.3,1012.5,,,,,8,8,,,28,,,21.3,,,,
174,2019-09-17 05:00,16.7,,.3,0,98,18.5,16.3,993.7,1013,,,,,6,6,,,12,,,21.2,,,,
174,2019-09-17 06:00,16.4,,.2,0,98,18.2,16,994.3,1013.6,,,,,10,10,,,11,,,21,,,,
174,2019-09-17 07:00,16.3,,0,0,98,18.1,15.9,994.9,1014.2,0,,,,5,5,,,44,,,21.3,,,,
174,2019-09-17 08:00,16.9,,.7,140,98,18.8,16.5,995.3,1014.6,0,,,,3,3,,,53,,,22.9,,,,
174,2019-09-17 09:00,19.3,,.8,110,97,21.7,18.8,995.2,1014.2,.7,,,,0,0,,,887,,,25.6,,,,
174,2019-09-17 10:00,24.1,,.7,200,61,18.3,16.1,995.4,1014.1,1,,,,0,0,,,1853,,,32.1,,,,
174,2019-09-17 11:00,25.1,,1.3,110,43,13.7,11.6,995.6,1014.4,1,,,,0,0,,,1799,,,35.6,,,,
174,2019-09-17 12:00,26.5,,1.9,180,39,13.5,11.4,995.2,1013.8,1,,,,0,0,,,1785,,,37.9,,,,
174,2019-09-17 13:00,26.5,,1.7,320,39,13.5,11.4,994.6,1013.2,1,,,,0,0,,,1776,,,39.1,,,,
174,2019-09-17 14:00,27.4,,2.1,250,36,13,10.9,994,1012.5,1,,,,0,0,,,1824,,,38.4,,,,
174,2019-09-17 15:00,27.5,,2.1,230,35,12.8,10.6,993.2,1011.7,1,,,,0,0,,,1756,,,36.4,,,,
174,2019-09-17 16:00,28.6,,.6,160,38,14.8,12.8,993.2,1011.6,1,,,,0,0,,,1931,,,34.2,,,,
174,2019-09-17 17:00,28.1,,1.4,290,40,15.2,13.2,993.4,1011.9,1,,,,0,0,,,1940,,,29.9,,,,
174,2019-09-17 18:00,23.2,,.7,250,63,17.8,15.7,994,1012.7,1,,,,0,0,,,1930,,,26.5,,,,
174,2019-09-17 19:00,19.6,,.6,270,80,18.2,16,994.5,1013.6,.3,,,,2,0,,,1859,,,23.7,,,,
174,2019-09-17 20:00,18.1,,.1,0,87,17.9,15.8,995.3,1014.4,,,,,4,0,,,1788,,,22.2,,,,
174,2019-09-17 21:00,17.3,,.4,0,91,17.9,15.8,995.8,1015,,,,,5,0,,,1588,,,21.3,,,,
174,2019-09-17 22:00,16.6,,.7,320,95,17.8,15.7,995.9,1015.2,,,,,4,0,,,1469,,,20.6,,,,
174,2019-09-17 23:00,16.1,,.5,270,96,17.5,15.4,995.6,1015,,,,,4,0,,,1273,,,20,,,,
174,2019-09-18 00:00,15.6,,.5,290,97,17.2,15.1,995.5,1014.9,,,,,3,0,,,1066,,,19.5,,,,
174,2019-09-18 01:00,15,,.8,90,98,16.6,14.6,995.6,1015.1,,,,,3,0,,,888,,,18.9,,,,
174,2019-09-18 02:00,14.7,,.3,0,98,16.3,14.3,995.5,1015,,,,,4,0,,,843,,,18.5,,,,
174,2019-09-18 03:00,14.6,,0,0,98,16.2,14.2,995.3,1014.8,,,,,8,4,,44,914,,,18.7,,,,
174,2019-09-18 04:00,15.2,,.2,0,98,16.8,14.8,995.3,1014.8,,,,,0,0,,,850,,,19.2,,,,
174,2019-09-18 05:00,15.3,,0,0,98,16.9,14.9,995.4,1014.9,,,,,9,9,,48,1012,,,19.1,,,,
174,2019-09-18 06:00,15.3,,.1,0,98,16.9,14.9,996.1,1015.6,,,,,9,6,,61,824,,,19.1,,,,
174,2019-09-18 07:00,15.7,,.5,340,98,17.4,15.3,996.5,1015.9,0,,,,10,10,,64,949,,,19.5,,,,
174,2019-09-18 08:00,17.8,,.5,110,90,18.3,16.1,996.7,1015.9,.3,,,,6,6,,63,1255,,,20.4,,,,
174,2019-09-18 09:00,21.5,,1.5,270,65,16.6,14.6,996.7,1015.7,1,,,,4,0,,,1760,,,23.9,,,,
174,2019-09-18 10:00,23.3,,3.2,270,59,16.8,14.8,996.9,1015.7,1,,,,1,0,,,1764,,,29.9,,,,
174,2019-09-18 11:00,25.2,,2.6,290,50,16,14,996.6,1015.4,1,,,,5,0,,,1792,,,34.2,,,,
174,2019-09-18 12:00,26.2,,3.8,340,32,10.8,8.1,996.1,1014.8,1,,,,2,0,,,1927,,,36.1,,,,
174,2019-09-18 13:00,26.8,,3.7,340,38,13.3,11.2,995.7,1014.3,1,,,,3,0,,,1792,,,37.1,,,,
174,2019-09-18 14:00,27.6,,2.7,320,30,11,8.4,995,1013.5,1,,,,0,0,,,1821,,,37.1,,,,
